Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_000002035.6	Primary Assembly	Un			KN149862.1	Chromosome		NW_003336301.1	unplaced-scaffold	11987	chrUn_KN149862v1		NA250
GCF_000002035.6	Primary Assembly	Un			KN149863.1	Chromosome		NW_008805382.1	unplaced-scaffold	11955	chrUn_KN149863v1		NA251
GCF_000002035.6	Primary Assembly	Un			KN149864.1	Chromosome		NW_008805383.1	unplaced-scaffold	12929	chrUn_KN149864v1		NA252
GCF_000002035.6	Primary Assembly	Un			KN149865.1	Chromosome		NW_008805384.1	unplaced-scaffold	49167	chrUn_KN149865v1		NA253
GCF_000002035.6	Primary Assembly	Un			KN149866.1	Chromosome		NW_003337099.1	unplaced-scaffold	14752	chrUn_KN149866v1		NA254
GCF_000002035.6	Primary Assembly	Un			KN149867.1	Chromosome		NW_008805385.1	unplaced-scaffold	1514	chrUn_KN149867v1		NA255
GCF_000002035.6	Primary Assembly	Un			KN149871.1	Chromosome		NW_003336239.1	unplaced-scaffold	22553	chrUn_KN149871v1		NA258
GCF_000002035.6	Primary Assembly	Un			KN149872.1	Chromosome		NW_008805387.1	unplaced-scaffold	12222	chrUn_KN149872v1		NA260
GCF_000002035.6	Primary Assembly	Un			KN149873.1	Chromosome		NW_008805388.1	unplaced-scaffold	1146	chrUn_KN149873v1		NA261
GCF_000002035.6	Primary Assembly	Un			KN149874.1	Chromosome		NW_003335638.2	unplaced-scaffold	5295	chrUn_KN149874v1		NA262
GCF_000002035.6	Primary Assembly	Un			KN149876.1	Chromosome		NW_003336849.1	unplaced-scaffold	11298	chrUn_KN149876v1		NA263
GCF_000002035.6	Primary Assembly	Un			KN149878.1	Chromosome		NW_008805390.1	unplaced-scaffold	7547	chrUn_KN149878v1		NA265
GCF_000002035.6	Primary Assembly	Un			KN149879.1	Chromosome		NW_003335459.1	unplaced-scaffold	11893	chrUn_KN149879v1		NA266
GCF_000002035.6	Primary Assembly	Un			KN149880.1	Chromosome		NW_008805391.1	unplaced-scaffold	64889	chrUn_KN149880v1		NA25
GCF_000002035.6	Primary Assembly	Un			KN149881.1	Chromosome		NW_008805392.1	unplaced-scaffold	10736	chrUn_KN149881v1		NA267
GCF_000002035.6	Primary Assembly	Un			KN149882.1	Chromosome		NW_008805393.1	unplaced-scaffold	7649	chrUn_KN149882v1		NA268
GCF_000002035.6	Primary Assembly	Un			KN149883.1	Chromosome		NW_003334215.1	unplaced-scaffold	12434	chrUn_KN149883v1		NA269
GCF_000002035.6	Primary Assembly	Un			KN149884.1	Chromosome		NW_008805394.1	unplaced-scaffold	51715	chrUn_KN149884v1		NA270
GCF_000002035.6	Primary Assembly	Un			KN149885.1	Chromosome		NW_003337168.1	unplaced-scaffold	1347	chrUn_KN149885v1		NA271
GCF_000002035.6	Primary Assembly	Un			KN149887.1	Chromosome		NW_003336454.2	unplaced-scaffold	11971	chrUn_KN149887v1		NA273
GCF_000002035.6	Primary Assembly	Un			KN149888.1	Chromosome		NW_003336349.1	unplaced-scaffold	17117	chrUn_KN149888v1		NA274
GCF_000002035.6	Primary Assembly	Un			KN149889.1	Chromosome		NW_003336465.1	unplaced-scaffold	10166	chrUn_KN149889v1		NA275
GCF_000002035.6	Primary Assembly	Un			KN149890.1	Chromosome		NW_003336424.1	unplaced-scaffold	12029	chrUn_KN149890v1		NA276
GCF_000002035.6	Primary Assembly	Un			KN149892.1	Chromosome		NW_003336629.1	unplaced-scaffold	24638	chrUn_KN149892v1		NA277
GCF_000002035.6	Primary Assembly	Un			KN149893.1	Chromosome		NW_003337247.1	unplaced-scaffold	27995	chrUn_KN149893v1		NA278
GCF_000002035.6	Primary Assembly	Un			KN149895.1	Chromosome		NW_003334263.2	unplaced-scaffold	92930	chrUn_KN149895v1		NA279
GCF_000002035.6	Primary Assembly	Un			KN149896.1	Chromosome		NW_003336289.1	unplaced-scaffold	13102	chrUn_KN149896v1		NA281
GCF_000002035.6	Primary Assembly	Un			KN149897.1	Chromosome		NW_003336689.1	unplaced-scaffold	14044	chrUn_KN149897v1		NA282
GCF_000002035.6	Primary Assembly	Un			KN149899.1	Chromosome		NW_003336497.1	unplaced-scaffold	13632	chrUn_KN149899v1		NA283
GCF_000002035.6	Primary Assembly	Un			KN149900.1	Chromosome		NW_008805397.1	unplaced-scaffold	11016	chrUn_KN149900v1		NA284
GCF_000002035.6	Primary Assembly	Un			KN149901.1	Chromosome		NW_003337164.1	unplaced-scaffold	10512	chrUn_KN149901v1		NA285
GCF_000002035.6	Primary Assembly	Un			KN149903.1	Chromosome		NW_008805398.1	unplaced-scaffold	11318	chrUn_KN149903v1		NA286
GCF_000002035.6	Primary Assembly	Un			KN149904.1	Chromosome		NW_003336333.2	unplaced-scaffold	89156	chrUn_KN149904v1		NA287
GCF_000002035.6	Primary Assembly	Un			KN149905.1	Chromosome		NW_003336852.1	unplaced-scaffold	14056	chrUn_KN149905v1		NA288
GCF_000002035.6	Primary Assembly	Un			KN149906.1	Chromosome		NW_003336751.1	unplaced-scaffold	38987	chrUn_KN149906v1		NA289
GCF_000002035.6	Primary Assembly	Un			KN149907.1	Chromosome		NW_003337174.1	unplaced-scaffold	9870	chrUn_KN149907v1		NA290
GCF_000002035.6	Primary Assembly	Un			KN149908.1	Chromosome		NW_003336848.1	unplaced-scaffold	12800	chrUn_KN149908v1		NA291
GCF_000002035.6	Primary Assembly	Un			KN149909.1	Chromosome		NW_003336633.1	unplaced-scaffold	40056	chrUn_KN149909v1		NA292
GCF_000002035.6	Primary Assembly	Un			KN149912.1	Chromosome		NW_003334245.1	unplaced-scaffold	77979	chrUn_KN149912v1		NA294
GCF_000002035.6	Primary Assembly	Un			KN149913.1	Chromosome		NW_003337199.1	unplaced-scaffold	16487	chrUn_KN149913v1		NA28
GCF_000002035.6	Primary Assembly	Un			KN149914.1	Chromosome		NW_003336354.1	unplaced-scaffold	18241	chrUn_KN149914v1		NA295
GCF_000002035.6	Primary Assembly	Un			KN149915.1	Chromosome		NW_003336864.1	unplaced-scaffold	10395	chrUn_KN149915v1		NA296
GCF_000002035.6	Primary Assembly	Un			KN149916.1	Chromosome		NW_003334505.1	unplaced-scaffold	4293	chrUn_KN149916v1		NA297
GCF_000002035.6	Primary Assembly	Un			KN149917.1	Chromosome		NW_003335158.1	unplaced-scaffold	3831	chrUn_KN149917v1		NA298
GCF_000002035.6	Primary Assembly	Un			KN149919.1	Chromosome		NW_003336948.1	unplaced-scaffold	21073	chrUn_KN149919v1		NA300
GCF_000002035.6	Primary Assembly	Un			KN149921.1	Chromosome		NW_003336310.1	unplaced-scaffold	28254	chrUn_KN149921v1		NA301
GCF_000002035.6	Primary Assembly	Un			KN149922.1	Chromosome		NW_008805400.1	unplaced-scaffold	12529	chrUn_KN149922v1		NA302
GCF_000002035.6	Primary Assembly	Un			KN149923.1	Chromosome		NW_008805401.1	unplaced-scaffold	36729	chrUn_KN149923v1		NA305
GCF_000002035.6	Primary Assembly	Un			KN149924.1	Chromosome		NW_003336874.1	unplaced-scaffold	23395	chrUn_KN149924v1		NA29
GCF_000002035.6	Primary Assembly	Un			KN149925.1	Chromosome		NW_003336561.2	unplaced-scaffold	29860	chrUn_KN149925v1		NA306
GCF_000002035.6	Primary Assembly	Un			KN149926.1	Chromosome		NW_003335249.1	unplaced-scaffold	3688	chrUn_KN149926v1		NA307
GCF_000002035.6	Primary Assembly	Un			KN149927.1	Chromosome		NW_003335051.1	unplaced-scaffold	11950	chrUn_KN149927v1		NA308
GCF_000002035.6	Primary Assembly	Un			KN149928.1	Chromosome		NW_003336610.1	unplaced-scaffold	14297	chrUn_KN149928v1		NA309
GCF_000002035.6	Primary Assembly	Un			KN149931.1	Chromosome		NW_003335250.1	unplaced-scaffold	6703	chrUn_KN149931v1		NA311
GCF_000002035.6	Primary Assembly	Un			KN149932.1	Chromosome		NW_003334672.2	unplaced-scaffold	89521	chrUn_KN149932v1		NA312
GCF_000002035.6	Primary Assembly	Un			KN149933.1	Chromosome		NW_003336909.1	unplaced-scaffold	13433	chrUn_KN149933v1		NA313
GCF_000002035.6	Primary Assembly	Un			KN149935.1	Chromosome		NW_003336782.1	unplaced-scaffold	9230	chrUn_KN149935v1		NA30
GCF_000002035.6	Primary Assembly	Un			KN149936.1	Chromosome		NW_003337066.1	unplaced-scaffold	16058	chrUn_KN149936v1		NA2
GCF_000002035.6	Primary Assembly	Un			KN149937.1	Chromosome		NW_003335043.1	unplaced-scaffold	14110	chrUn_KN149937v1		NA316
GCF_000002035.6	Primary Assembly	Un			KN149938.1	Chromosome		NW_003335831.2	unplaced-scaffold	12455	chrUn_KN149938v1		NA317
GCF_000002035.6	Primary Assembly	Un			KN149939.1	Chromosome		NW_003336586.1	unplaced-scaffold	76611	chrUn_KN149939v1		NA318
GCF_000002035.6	Primary Assembly	Un			KN149940.1	Chromosome		NW_003336458.1	unplaced-scaffold	11887	chrUn_KN149940v1		NA319
GCF_000002035.6	Primary Assembly	Un			KN149941.1	Chromosome		NW_003336575.1	unplaced-scaffold	13607	chrUn_KN149941v1		NA320
GCF_000002035.6	Primary Assembly	Un			KN149943.1	Chromosome		NW_003334256.1	unplaced-scaffold	29608	chrUn_KN149943v1		NA321
GCF_000002035.6	Primary Assembly	Un			KN149944.1	Chromosome		NW_003336415.1	unplaced-scaffold	24909	chrUn_KN149944v1		NA322
GCF_000002035.6	Primary Assembly	Un			KN149946.1	Chromosome		NW_003336936.1	unplaced-scaffold	33071	chrUn_KN149946v1		NA324
GCF_000002035.6	Primary Assembly	Un			KN149948.1	Chromosome		NW_003336703.1	unplaced-scaffold	117499	chrUn_KN149948v1		NA326
GCF_000002035.6	Primary Assembly	Un			KN149949.1	Chromosome		NW_003336421.1	unplaced-scaffold	64126	chrUn_KN149949v1		NA327
GCF_000002035.6	Primary Assembly	Un			KN149950.1	Chromosome		NW_003336979.1	unplaced-scaffold	5952	chrUn_KN149950v1		NA328
GCF_000002035.6	Primary Assembly	Un			KN149951.1	Chromosome		NW_008805406.1	unplaced-scaffold	5000	chrUn_KN149951v1		NA330
GCF_000002035.6	Primary Assembly	Un			KN149953.1	Chromosome		NW_003337062.1	unplaced-scaffold	46218	chrUn_KN149953v1		NA331
GCF_000002035.6	Primary Assembly	Un			KN149955.1	Chromosome		NW_003336646.1	unplaced-scaffold	19758	chrUn_KN149955v1		NA333
GCF_000002035.6	Primary Assembly	Un			KN149956.1	Chromosome		NW_008805408.1	unplaced-scaffold	1889	chrUn_KN149956v1		NA334
GCF_000002035.6	Primary Assembly	Un			KN149957.1	Chromosome		NW_008805409.1	unplaced-scaffold	1094	chrUn_KN149957v1		NA335
GCF_000002035.6	Primary Assembly	Un			KN149958.1	Chromosome		NW_003336942.1	unplaced-scaffold	43073	chrUn_KN149958v1		NA34
GCF_000002035.6	Primary Assembly	Un			KN149959.1	Chromosome		NW_003336480.1	unplaced-scaffold	59274	chrUn_KN149959v1		NA336
GCF_000002035.6	Primary Assembly	Un			KN149960.1	Chromosome		NW_003336389.1	unplaced-scaffold	9235	chrUn_KN149960v1		NA337
GCF_000002035.6	Primary Assembly	Un			KN149961.1	Chromosome		NW_003337190.1	unplaced-scaffold	20600	chrUn_KN149961v1		NA338
GCF_000002035.6	Primary Assembly	Un			KN149965.1	Chromosome		NW_003336066.1	unplaced-scaffold	14790	chrUn_KN149965v1		NA341
GCF_000002035.6	Primary Assembly	Un			KN149967.1	Chromosome		NW_003335242.1	unplaced-scaffold	8612	chrUn_KN149967v1		NA343
GCF_000002035.6	Primary Assembly	Un			KN149968.1	Chromosome		NW_003336650.1	unplaced-scaffold	82990	chrUn_KN149968v1		NA344
GCF_000002035.6	Primary Assembly	Un			KN149969.1	Chromosome		NW_003336580.1	unplaced-scaffold	13714	chrUn_KN149969v1		NA35
GCF_000002035.6	Primary Assembly	Un			KN149970.1	Chromosome		NW_003336817.2	unplaced-scaffold	17511	chrUn_KN149970v1		NA345
GCF_000002035.6	Primary Assembly	Un			KN149971.1	Chromosome		NW_008805412.1	unplaced-scaffold	11275	chrUn_KN149971v1		NA346
GCF_000002035.6	Primary Assembly	Un			KN149973.1	Chromosome		NW_003336937.1	unplaced-scaffold	35555	chrUn_KN149973v1		NA348
GCF_000002035.6	Primary Assembly	Un			KN149974.1	Chromosome		NW_003336967.1	unplaced-scaffold	19596	chrUn_KN149974v1		NA349
GCF_000002035.6	Primary Assembly	Un			KN149976.1	Chromosome		NW_003336371.1	unplaced-scaffold	11858	chrUn_KN149976v1		NA351
GCF_000002035.6	Primary Assembly	Un			KN149977.2	Chromosome		NW_003337153.3	unplaced-scaffold	11023	chrUn_KN149977v2		NA354
GCF_000002035.6	Primary Assembly	Un			KN149978.1	Chromosome		NW_003337086.1	unplaced-scaffold	16801	chrUn_KN149978v1		NA355
GCF_000002035.6	Primary Assembly	Un			KN149979.1	Chromosome		NW_003336097.2	unplaced-scaffold	22834	chrUn_KN149979v1		NA356
GCF_000002035.6	Primary Assembly	Un			KN149980.1	Chromosome		NW_008805415.1	unplaced-scaffold	7980	chrUn_KN149980v1		NA36
GCF_000002035.6	Primary Assembly	Un			KN149981.1	Chromosome		NW_003337160.1	unplaced-scaffold	12811	chrUn_KN149981v1		NA357
GCF_000002035.6	Primary Assembly	Un			KN149982.1	Chromosome		NW_003337139.1	unplaced-scaffold	31814	chrUn_KN149982v1		NA358
GCF_000002035.6	Primary Assembly	Un			KN149983.1	Chromosome		NW_003336330.2	unplaced-scaffold	17884	chrUn_KN149983v1		NA359
GCF_000002035.6	Primary Assembly	Un			KN149984.1	Chromosome		NW_003337241.1	unplaced-scaffold	96477	chrUn_KN149984v1		NA360
GCF_000002035.6	Primary Assembly	Un			KN149988.1	Chromosome		NW_003336685.1	unplaced-scaffold	9944	chrUn_KN149988v1		NA364
GCF_000002035.6	Primary Assembly	Un			KN149989.1	Chromosome		NW_003336748.2	unplaced-scaffold	34480	chrUn_KN149989v1		NA365
GCF_000002035.6	Primary Assembly	Un			KN149990.1	Chromosome		NW_003337093.1	unplaced-scaffold	57651	chrUn_KN149990v1		NA366
GCF_000002035.6	Primary Assembly	Un			KN149991.1	Chromosome		NW_003337156.1	unplaced-scaffold	9871	chrUn_KN149991v1		NA37
GCF_000002035.6	Primary Assembly	Un			KN149992.1	Chromosome		NW_003336600.1	unplaced-scaffold	57912	chrUn_KN149992v1		NA367
GCF_000002035.6	Primary Assembly	Un			KN149993.1	Chromosome		NW_003336466.1	unplaced-scaffold	16921	chrUn_KN149993v1		NA368
GCF_000002035.6	Primary Assembly	Un			KN149995.1	Chromosome		NW_008805417.1	unplaced-scaffold	12015	chrUn_KN149995v1		NA370
GCF_000002035.6	Primary Assembly	Un			KN149996.1	Chromosome		NW_003337137.1	unplaced-scaffold	33528	chrUn_KN149996v1		NA371
GCF_000002035.6	Primary Assembly	Un			KN149997.1	Chromosome		NW_003336787.1	unplaced-scaffold	6296	chrUn_KN149997v1		NA372
GCF_000002035.6	Primary Assembly	Un			KN149998.1	Chromosome		NW_003336316.1	unplaced-scaffold	74724	chrUn_KN149998v1		NA373
GCF_000002035.6	Primary Assembly	Un			KN149999.1	Chromosome		NW_003336567.1	unplaced-scaffold	14071	chrUn_KN149999v1		NA374
GCF_000002035.6	Primary Assembly	Un			KN150000.1	Chromosome		NW_003334656.2	unplaced-scaffold	69737	chrUn_KN150000v1		NA375
GCF_000002035.6	Primary Assembly	Un			KN150002.1	Chromosome		NW_003336323.1	unplaced-scaffold	17430	chrUn_KN150002v1		NA40
GCF_000002035.6	Primary Assembly	Un			KN150004.2	Chromosome		NW_003334666.3	unplaced-scaffold	13059	chrUn_KN150004v2		NA379
GCF_000002035.6	Primary Assembly	Un			KN150005.1	Chromosome		NW_003336945.1	unplaced-scaffold	34409	chrUn_KN150005v1		NA380
GCF_000002035.6	Primary Assembly	Un			KN150006.1	Chromosome		NW_003336825.1	unplaced-scaffold	10518	chrUn_KN150006v1		NA381
GCF_000002035.6	Primary Assembly	Un			KN150007.1	Chromosome		NW_003336659.1	unplaced-scaffold	13072	chrUn_KN150007v1		NA382
GCF_000002035.6	Primary Assembly	Un			KN150008.1	Chromosome		NW_003337256.1	unplaced-scaffold	15572	chrUn_KN150008v1		NA384
GCF_000002035.6	Primary Assembly	Un			KN150009.1	Chromosome		NW_003336489.1	unplaced-scaffold	17727	chrUn_KN150009v1		NA385
GCF_000002035.6	Primary Assembly	Un			KN150011.1	Chromosome		NW_003336777.1	unplaced-scaffold	12995	chrUn_KN150011v1		NA386
GCF_000002035.6	Primary Assembly	Un			KN150012.1	Chromosome		NW_008805419.1	unplaced-scaffold	11998	chrUn_KN150012v1		NA387
GCF_000002035.6	Primary Assembly	Un			KN150013.1	Chromosome		NW_003334233.2	unplaced-scaffold	8488	chrUn_KN150013v1		NA41
GCF_000002035.6	Primary Assembly	Un			KN150014.1	Chromosome		NW_003337111.1	unplaced-scaffold	13588	chrUn_KN150014v1		NA388
GCF_000002035.6	Primary Assembly	Un			KN150015.1	Chromosome		NW_003337220.1	unplaced-scaffold	33441	chrUn_KN150015v1		NA389
GCF_000002035.6	Primary Assembly	Un			KN150016.1	Chromosome		NW_003335387.1	unplaced-scaffold	21592	chrUn_KN150016v1		NA390
GCF_000002035.6	Primary Assembly	Un			KN150017.1	Chromosome		NW_003337217.1	unplaced-scaffold	25636	chrUn_KN150017v1		NA391
GCF_000002035.6	Primary Assembly	Un			KN150018.1	Chromosome		NW_008805420.1	unplaced-scaffold	1063	chrUn_KN150018v1		NA392
GCF_000002035.6	Primary Assembly	Un			KN150019.2	Chromosome		NW_003337129.2	unplaced-scaffold	19834	chrUn_KN150019v2		NA393
GCF_000002035.6	Primary Assembly	Un			KN150020.1	Chromosome		NW_003336607.1	unplaced-scaffold	11925	chrUn_KN150020v1		NA394
GCF_000002035.6	Primary Assembly	Un			KN150021.1	Chromosome		NW_003337037.1	unplaced-scaffold	103967	chrUn_KN150021v1		NA395
GCF_000002035.6	Primary Assembly	Un			KN150022.1	Chromosome		NW_003336365.1	unplaced-scaffold	76538	chrUn_KN150022v1		NA396
GCF_000002035.6	Primary Assembly	Un			KN150023.1	Chromosome		NW_003336353.1	unplaced-scaffold	22153	chrUn_KN150023v1		NA398
GCF_000002035.6	Primary Assembly	Un			KN150024.1	Chromosome		NW_003336344.1	unplaced-scaffold	1714	chrUn_KN150024v1		NA42
GCF_000002035.6	Primary Assembly	Un			KN150025.1	Chromosome		NW_003337067.1	unplaced-scaffold	26343	chrUn_KN150025v1		NA400
GCF_000002035.6	Primary Assembly	Un			KN150028.1	Chromosome		NW_008805422.1	unplaced-scaffold	19517	chrUn_KN150028v1		NA402
GCF_000002035.6	Primary Assembly	Un			KN150029.1	Chromosome		NW_008805423.1	unplaced-scaffold	12415	chrUn_KN150029v1		NA403
GCF_000002035.6	Primary Assembly	Un			KN150030.1	Chromosome		NW_003336951.2	unplaced-scaffold	57074	chrUn_KN150030v1		NA404
GCF_000002035.6	Primary Assembly	Un			KN150031.1	Chromosome		NW_003337200.1	unplaced-scaffold	60899	chrUn_KN150031v1		NA405
GCF_000002035.6	Primary Assembly	Un			KN150032.1	Chromosome		NW_003336336.1	unplaced-scaffold	29546	chrUn_KN150032v1		NA406
GCF_000002035.6	Primary Assembly	Un			KN150033.1	Chromosome		NW_003336670.1	unplaced-scaffold	56448	chrUn_KN150033v1		NA407
GCF_000002035.6	Primary Assembly	Un			KN150034.1	Chromosome		NW_008805424.1	unplaced-scaffold	1919	chrUn_KN150034v1		NA408
GCF_000002035.6	Primary Assembly	Un			KN150035.1	Chromosome		NW_003334265.1	unplaced-scaffold	38086	chrUn_KN150035v1		NA43
GCF_000002035.6	Primary Assembly	Un			KN150037.1	Chromosome		NW_003336693.1	unplaced-scaffold	2866	chrUn_KN150037v1		NA410
GCF_000002035.6	Primary Assembly	Un			KN150038.1	Chromosome		NW_003336974.1	unplaced-scaffold	71326	chrUn_KN150038v1		NA411
GCF_000002035.6	Primary Assembly	Un			KN150039.1	Chromosome		NW_003335647.1	unplaced-scaffold	3463	chrUn_KN150039v1		NA412
GCF_000002035.6	Primary Assembly	Un			KN150040.1	Chromosome		NW_008805426.1	unplaced-scaffold	19896	chrUn_KN150040v1		NA413
GCF_000002035.6	Primary Assembly	Un			KN150041.2	Chromosome		NW_003334673.3	unplaced-scaffold	66431	chrUn_KN150041v2		NA414
GCF_000002035.6	Primary Assembly	Un			KN150042.1	Chromosome		NW_003335185.2	unplaced-scaffold	30789	chrUn_KN150042v1		NA415
GCF_000002035.6	Primary Assembly	Un			KN150043.1	Chromosome		NW_008805427.1	unplaced-scaffold	31984	chrUn_KN150043v1		NA416
GCF_000002035.6	Primary Assembly	Un			KN150044.1	Chromosome		NW_003334669.1	unplaced-scaffold	9097	chrUn_KN150044v1		NA417
GCF_000002035.6	Primary Assembly	Un			KN150045.2	Chromosome		NW_008805428.2	unplaced-scaffold	10364	chrUn_KN150045v2		NA418
GCF_000002035.6	Primary Assembly	Un			KN150047.1	Chromosome		NW_003337234.1	unplaced-scaffold	20749	chrUn_KN150047v1		NA3
GCF_000002035.6	Primary Assembly	Un			KN150048.1	Chromosome		NW_003336792.1	unplaced-scaffold	128109	chrUn_KN150048v1		NA419
GCF_000002035.6	Primary Assembly	Un			KN150049.1	Chromosome		NW_003336830.1	unplaced-scaffold	45008	chrUn_KN150049v1		NA420
GCF_000002035.6	Primary Assembly	Un			KN150051.1	Chromosome		NW_008805430.1	unplaced-scaffold	1995	chrUn_KN150051v1		NA422
GCF_000002035.6	Primary Assembly	Un			KN150052.1	Chromosome		NW_003335153.1	unplaced-scaffold	15943	chrUn_KN150052v1		NA426
GCF_000002035.6	Primary Assembly	Un			KN150054.1	Chromosome		NW_003336990.1	unplaced-scaffold	16143	chrUn_KN150054v1		NA428
GCF_000002035.6	Primary Assembly	Un			KN150055.1	Chromosome		NW_003335922.2	unplaced-scaffold	32561	chrUn_KN150055v1		NA429
GCF_000002035.6	Primary Assembly	Un			KN150056.1	Chromosome		NW_008805431.1	unplaced-scaffold	29449	chrUn_KN150056v1		NA430
GCF_000002035.6	Primary Assembly	Un			KN150057.1	Chromosome		NW_003336282.1	unplaced-scaffold	10736	chrUn_KN150057v1		NA431
GCF_000002035.6	Primary Assembly	Un			KN150058.1	Chromosome		NW_003336625.1	unplaced-scaffold	21348	chrUn_KN150058v1		NA45
GCF_000002035.6	Primary Assembly	Un			KN150059.1	Chromosome		NW_003334628.1	unplaced-scaffold	16588	chrUn_KN150059v1		NA432
GCF_000002035.6	Primary Assembly	Un			KN150060.1	Chromosome		NW_003336912.2	unplaced-scaffold	80234	chrUn_KN150060v1		NA433
GCF_000002035.6	Primary Assembly	Un			KN150061.1	Chromosome		NW_003336820.1	unplaced-scaffold	24048	chrUn_KN150061v1		NA434
GCF_000002035.6	Primary Assembly	Un			KN150062.1	Chromosome		NW_003336370.1	unplaced-scaffold	35038	chrUn_KN150062v1		NA435
GCF_000002035.6	Primary Assembly	Un			KN150063.1	Chromosome		NW_003335276.1	unplaced-scaffold	20846	chrUn_KN150063v1		NA436
GCF_000002035.6	Primary Assembly	Un			KN150064.1	Chromosome		NW_003337176.1	unplaced-scaffold	14598	chrUn_KN150064v1		NA437
GCF_000002035.6	Primary Assembly	Un			KN150065.1	Chromosome		NW_008805432.1	unplaced-scaffold	9859	chrUn_KN150065v1		NA438
GCF_000002035.6	Primary Assembly	Un			KN150066.1	Chromosome		NW_003336574.1	unplaced-scaffold	29537	chrUn_KN150066v1		NA439
GCF_000002035.6	Primary Assembly	Un			KN150067.1	Chromosome		NW_003336420.1	unplaced-scaffold	27325	chrUn_KN150067v1		NA440
GCF_000002035.6	Primary Assembly	Un			KN150068.1	Chromosome		NW_003336525.1	unplaced-scaffold	62725	chrUn_KN150068v1		NA441
GCF_000002035.6	Primary Assembly	Un			KN150070.1	Chromosome		NW_008805433.1	unplaced-scaffold	14070	chrUn_KN150070v1		NA442
GCF_000002035.6	Primary Assembly	Un			KN150071.1	Chromosome		NW_003336739.1	unplaced-scaffold	14960	chrUn_KN150071v1		NA443
GCF_000002035.6	Primary Assembly	Un			KN150072.1	Chromosome		NW_003335332.2	unplaced-scaffold	13309	chrUn_KN150072v1		NA444
GCF_000002035.6	Primary Assembly	Un			KN150073.1	Chromosome		NW_008805434.1	unplaced-scaffold	14052	chrUn_KN150073v1		NA445
